,cell_type,regulon,Z
54,Cycling-G2/M_TOP2A,Regulon(E2F8(+)),5.085772880350426
22,Cycling-G2/M_TOP2A,Regulon(BRCA1(+)),5.046089567345188
53,Cycling-G2/M_TOP2A,Regulon(E2F7(+)),4.714495728228427
48,Cycling-G2/M_TOP2A,Regulon(E2F1(+)),4.087394446143703
49,Cycling-G2/M_TOP2A,Regulon(E2F2(+)),4.005256649422401
306,Cycling-G2/M_TOP2A,Regulon(TFDP1(+)),3.3576652965527347
437,Cycling-S_MCM7,Regulon(E2F1(+)),3.136699693791904
2439,Tem_GNLY,Regulon(GSC(+)),2.9686190220970667
2820,Treg_FOXP3,Regulon(FOXP3(+)),2.641974837443715
695,Cycling-S_MCM7,Regulon(TFDP1(+)),2.6185280340224844
411,Cycling-S_MCM7,Regulon(BRCA1(+)),2.581421140681702
6299,Trm3_TGFBR2,Regulon(ETV3(+)),2.4916754312943468
919,IRG_ISG15,Regulon(IRF7(+)),2.3493412105173115
1064,IRG_ISG15,Regulon(STAT2(+)),2.3232929565848255
2457,Tem_GNLY,Regulon(HOXA10(+)),2.290163521477062
1419,Tc17_CEBPD,Regulon(RORC(+)),2.274162761396262
236,Cycling-G2/M_TOP2A,Regulon(RAD21(+)),2.2183622055238152
6478,Trm3_TGFBR2,Regulon(RREB1(+)),2.207025448226757
6444,Trm3_TGFBR2,Regulon(PHF8(+)),2.2066842516840466
438,Cycling-S_MCM7,Regulon(E2F2(+)),2.0331654280332225
6438,Trm3_TGFBR2,Regulon(NRF1(+)),1.996459874040594
6413,Trm3_TGFBR2,Regulon(MZF1(+)),1.9914907523513217
2339,Tem_GNLY,Regulon(ASCL2(+)),1.955376759662279
3689,Trm-Exh2_CXCL13,Regulon(MYOD1(+)),1.941531911247318
856,IRG_ISG15,Regulon(ETV7(+)),1.939739681352173
6556,Trm3_TGFBR2,Regulon(ZFY(+)),1.9384021877309472
2627,Tem_GNLY,Regulon(TBX21(+)),1.9354170470371403
6301,Trm3_TGFBR2,Regulon(ETV6(+)),1.8994744522088847
2361,Tem_GNLY,Regulon(CEBPB(+)),1.8857665864898299
1405,Tc17_CEBPD,Regulon(RARG(+)),1.878457539099029
6507,Trm3_TGFBR2,Regulon(SREBF2(+)),1.8713039789559849
6323,Trm3_TGFBR2,Regulon(GABPA(+)),1.7937527863570983
4588,Trm-Exh4_TOX2,Regulon(TGIF1(+)),1.7788153282491248
108,Cycling-G2/M_TOP2A,Regulon(HDAC2(+)),1.7672309381544398
4298,Trm-Exh4_TOX2,Regulon(BHLHE40(+)),1.748744101212869
3946,Trm-Exh3_CCL4,Regulon(EGR2(+)),1.747643247430213
6314,Trm3_TGFBR2,Regulon(FOXK2(+)),1.7254562627679018
6536,Trm3_TGFBR2,Regulon(TP53(+)),1.7210320564756882
1423,Tc17_CEBPD,Regulon(RUNX2(+)),1.7037213330724685
2653,Tem_GNLY,Regulon(XBP1(+)),1.7036334360593572
3904,Trm-Exh3_CCL4,Regulon(BATF(+)),1.7000164761008765
6256,Trm3_TGFBR2,Regulon(CLOCK(+)),1.6788279969084532
4416,Trm-Exh4_TOX2,Regulon(IRF2(+)),1.6536016702769392
4133,Trm-Exh3_CCL4,Regulon(RELB(+)),1.6339402168628763
4007,Trm-Exh3_CCL4,Regulon(HIVEP1(+)),1.632396824790383
6422,Trm3_TGFBR2,Regulon(NFKB1(+)),1.6295727419318988
3515,Trm-Exh2_CXCL13,Regulon(BATF(+)),1.6286998743093122
443,Cycling-S_MCM7,Regulon(E2F8(+)),1.6243062497742433
3700,Trm-Exh2_CXCL13,Regulon(NFKB2(+)),1.6103205106892575
3748,Trm-Exh2_CXCL13,Regulon(RFX5(+)),1.5955065452336277
6582,Trm3_TGFBR2,Regulon(ZNF43(+)),1.5645687792193557
4318,Trm-Exh4_TOX2,Regulon(CREM(+)),1.562360604844859
6433,Trm3_TGFBR2,Regulon(NR2C2(+)),1.5560534328613094
3963,Trm-Exh3_CCL4,Regulon(ETV1(+)),1.5442767230322614
3714,Trm-Exh2_CXCL13,Regulon(NR5A2(+)),1.5359400879787235
6519,Trm3_TGFBR2,Regulon(TCF12(+)),1.5318504766913852
3744,Trm-Exh2_CXCL13,Regulon(RELB(+)),1.5245824241061845
3829,Trm-Exh2_CXCL13,Regulon(ZC3H7A(+)),1.5224369513300549
4199,Trm-Exh3_CCL4,Regulon(TGIF1(+)),1.5154456998998598
6443,Trm3_TGFBR2,Regulon(PBX3(+)),1.500901122679701
497,Cycling-S_MCM7,Regulon(HDAC2(+)),1.496269508042161
6287,Trm3_TGFBR2,Regulon(ELK3(+)),1.4858721201893947
42,Cycling-G2/M_TOP2A,Regulon(CTCF(+)),1.4783929820876107
2489,Tem_GNLY,Regulon(KLF2(+)),1.4614320655379833
6294,Trm3_TGFBR2,Regulon(ESRRA(+)),1.4571191238113101
6239,Trm3_TGFBR2,Regulon(BCL11B(+)),1.4433947047196574
6310,Trm3_TGFBR2,Regulon(FOXD2(+)),1.4329851860859029
4089,Trm-Exh3_CCL4,Regulon(NFKB2(+)),1.428377035700056
4478,Trm-Exh4_TOX2,Regulon(NFKB2(+)),1.4282216571781023
2413,Tem_GNLY,Regulon(FLI1(+)),1.422868151697313
6599,Trm3_TGFBR2,Regulon(ZNF66(+)),1.4213397126002192
4345,Trm-Exh4_TOX2,Regulon(EOMES(+)),1.4178949713032858
2490,Tem_GNLY,Regulon(KLF3(+)),1.4161256079523812
4295,Trm-Exh4_TOX2,Regulon(BCL3(+)),1.412079260091334
1195,Tc17_CEBPD,Regulon(CEBPD(+)),1.410477594215426
6316,Trm3_TGFBR2,Regulon(FOXN3(+)),1.40941539932132
6551,Trm3_TGFBR2,Regulon(ZBTB7B(+)),1.407629193090356
3906,Trm-Exh3_CCL4,Regulon(BCL3(+)),1.401509965550327
4078,Trm-Exh3_CCL4,Regulon(MYOD1(+)),1.3801053777425272
4103,Trm-Exh3_CCL4,Regulon(NR5A2(+)),1.3720846400836653
6537,Trm3_TGFBR2,Regulon(TP73(+)),1.370016133391435
3909,Trm-Exh3_CCL4,Regulon(BHLHE40(+)),1.352227747087322
6430,Trm3_TGFBR2,Regulon(NR1D1(+)),1.3488878917626286
3618,Trm-Exh2_CXCL13,Regulon(HIVEP1(+)),1.3399995896517958
6377,Trm3_TGFBR2,Regulon(KLF13(+)),1.3354805343043783
4137,Trm-Exh3_CCL4,Regulon(RFX5(+)),1.3321820871927494
4218,Trm-Exh3_CCL4,Regulon(ZC3H7A(+)),1.2991937465869614
6419,Trm3_TGFBR2,Regulon(NFIA(+)),1.296223681028151
2092,Tcm2_IL7R,Regulon(JUNB(+)),1.2881560507744854
4526,Trm-Exh4_TOX2,Regulon(RFX5(+)),1.2602798056844642
2470,Tem_GNLY,Regulon(IRF1(+)),1.2598862779078974
6432,Trm3_TGFBR2,Regulon(NR2C1(+)),1.2589786677437762
3929,Trm-Exh3_CCL4,Regulon(CREM(+)),1.2571477327232787
1417,Tc17_CEBPD,Regulon(RORA(+)),1.2534794735570698
6458,Trm3_TGFBR2,Regulon(PPARG(+)),1.249308293697253
4293,Trm-Exh4_TOX2,Regulon(BATF(+)),1.2460458558737213
4522,Trm-Exh4_TOX2,Regulon(RELB(+)),1.2426038106278687
2506,Tem_GNLY,Regulon(MAZ(+)),1.2228232944945645
1373,Tc17_CEBPD,Regulon(NR1D1(+)),1.2196337728491176
2505,Tem_GNLY,Regulon(MAX(+)),1.2143070439541532
6532,Trm3_TGFBR2,Regulon(TFE3(+)),1.2141556597568843
6508,Trm3_TGFBR2,Regulon(SRF(+)),1.202649946960995
6542,Trm3_TGFBR2,Regulon(VEZF1(+)),1.1945760056307966
6559,Trm3_TGFBR2,Regulon(ZNF121(+)),1.1918091123644634
4292,Trm-Exh4_TOX2,Regulon(BARX2(+)),1.191607449538609
4396,Trm-Exh4_TOX2,Regulon(HIVEP1(+)),1.1887332485246371
6470,Trm3_TGFBR2,Regulon(RFX3(+)),1.186222410205633
6292,Trm3_TGFBR2,Regulon(ERF(+)),1.1836594442347734
2654,Tem_GNLY,Regulon(YBX1(+)),1.1825720754653426
6440,Trm3_TGFBR2,Regulon(PATZ1(+)),1.1825392371370962
3574,Trm-Exh2_CXCL13,Regulon(ETV1(+)),1.1783479516807944
6547,Trm3_TGFBR2,Regulon(ZBED1(+)),1.177945410322794
4607,Trm-Exh4_TOX2,Regulon(ZC3H7A(+)),1.1776395610294221
2195,Tcm2_IL7R,Regulon(RORA(+)),1.1767784956965182
4422,Trm-Exh4_TOX2,Regulon(IRF9(+)),1.1740365290210704
4566,Trm-Exh4_TOX2,Regulon(STAT3(+)),1.1697091680885516
2100,Tcm2_IL7R,Regulon(KLF2(+)),1.1682744070491522
4492,Trm-Exh4_TOX2,Regulon(NR5A2(+)),1.1573032688211973
6424,Trm3_TGFBR2,Regulon(NFYA(+)),1.1547278735642879
6416,Trm3_TGFBR2,Regulon(NFE2L1(+)),1.1533542566294128
4027,Trm-Exh3_CCL4,Regulon(IRF2(+)),1.150688504775776
6386,Trm3_TGFBR2,Regulon(KLF9(+)),1.1451908477692982
6463,Trm3_TGFBR2,Regulon(RB1(+)),1.138935635953584
442,Cycling-S_MCM7,Regulon(E2F7(+)),1.1276091604299945
6524,Trm3_TGFBR2,Regulon(TEF(+)),1.1107555144837764
6562,Trm3_TGFBR2,Regulon(ZNF189(+)),1.1084556400381476
3968,Trm-Exh3_CCL4,Regulon(ETV7(+)),1.1070754519563317
6602,Trm3_TGFBR2,Regulon(ZNF76(+)),1.10194556036779
6393,Trm3_TGFBR2,Regulon(MAFG(+)),1.0938120939656366
1222,Tc17_CEBPD,Regulon(EGR1(+)),1.093439267559125
2576,Tem_GNLY,Regulon(RELA(+)),1.0848191424320446
1972,Tcm2_IL7R,Regulon(CEBPB(+)),1.0791432701502048
2025,Tcm2_IL7R,Regulon(FOS(+)),1.0723515902977618
6418,Trm3_TGFBR2,Regulon(NFE2L3(+)),1.0718458725024764
1230,Tc17_CEBPD,Regulon(ELK3(+)),1.0713772123229155
6571,Trm3_TGFBR2,Regulon(ZNF274(+)),1.0712297686366916
6392,Trm3_TGFBR2,Regulon(MAFF(+)),1.0708453636553366
4536,Trm-Exh4_TOX2,Regulon(RUNX3(+)),1.0685528653687903
6567,Trm3_TGFBR2,Regulon(ZNF234(+)),1.0676395113059431
3520,Trm-Exh2_CXCL13,Regulon(BHLHE40(+)),1.0607284441097573
3643,Trm-Exh2_CXCL13,Regulon(IRF8(+)),1.0604906647336898
3903,Trm-Exh3_CCL4,Regulon(BARX2(+)),1.0566376997897167
6436,Trm3_TGFBR2,Regulon(NR3C2(+)),1.0546413346494168
3810,Trm-Exh2_CXCL13,Regulon(TGIF1(+)),1.0481116588514654
2807,Treg_FOXP3,Regulon(FOXB1(+)),1.0457306709892698
3927,Trm-Exh3_CCL4,Regulon(CREB3L2(+)),1.0429176096532584
4352,Trm-Exh4_TOX2,Regulon(ETV1(+)),1.0373628341401426
6493,Trm3_TGFBR2,Regulon(SMARCA5(+)),1.0369994874101818
5376,Trm-Prog2_XCL1,Regulon(XBP1(+)),1.0364739004501562
2000,Tcm2_IL7R,Regulon(EGR1(+)),1.0268429174129283
2527,Tem_GNLY,Regulon(NFE2L2(+)),1.0266508553404434
3514,Trm-Exh2_CXCL13,Regulon(BARX2(+)),1.0259623636934185
6318,Trm3_TGFBR2,Regulon(FOXO3(+)),1.0222667785613297
2578,Tem_GNLY,Regulon(REST(+)),1.0214857979633618
4029,Trm-Exh3_CCL4,Regulon(IRF4(+)),1.0087692932752237
321,Cycling-G2/M_TOP2A,Regulon(YEATS4(+)),1.0020706030468278
6512,Trm3_TGFBR2,Regulon(STAT5A(+)),1.0012242351224585
6491,Trm3_TGFBR2,Regulon(SMAD3(+)),0.9955586946210728
6224,Trm3_TGFBR2,Regulon(AHCTF1(+)),0.9922658079055969
2415,Tem_GNLY,Regulon(FOSB(+)),0.9905444181100713
6540,Trm3_TGFBR2,Regulon(USF1(+)),0.9898194757615726
6459,Trm3_TGFBR2,Regulon(PSMD12(+)),0.9883449887410892
2026,Tcm2_IL7R,Regulon(FOSB(+)),0.9834581910937801
3517,Trm-Exh2_CXCL13,Regulon(BCL3(+)),0.9832934334635585
4177,Trm-Exh3_CCL4,Regulon(STAT3(+)),0.983292818428949
5069,Trm-Prog2_XCL1,Regulon(BACH2(+)),0.9815770725085395
1063,IRG_ISG15,Regulon(STAT1(+)),0.9786943188120197
4032,Trm-Exh3_CCL4,Regulon(IRF8(+)),0.977608033593795
5298,Trm-Prog2_XCL1,Regulon(REL(+)),0.9688849458148628
3638,Trm-Exh2_CXCL13,Regulon(IRF2(+)),0.9643728875881302
6522,Trm3_TGFBR2,Regulon(TCF7L2(+)),0.9637776926099336
6577,Trm3_TGFBR2,Regulon(ZNF37A(+)),0.9630615426207464
2101,Tcm2_IL7R,Regulon(KLF3(+)),0.9614400918853104
6408,Trm3_TGFBR2,Regulon(MTF1(+)),0.9596940651854559
6312,Trm3_TGFBR2,Regulon(FOXJ2(+)),0.9575077425818994
2113,Tcm2_IL7R,Regulon(MAFF(+)),0.9534616602531556
6566,Trm3_TGFBR2,Regulon(ZNF23(+)),0.9523248930945113
1314,Tc17_CEBPD,Regulon(JUNB(+)),0.9495520141880028
4425,Trm-Exh4_TOX2,Regulon(JUN(+)),0.9423045454452209
6498,Trm3_TGFBR2,Regulon(SOX5(+)),0.9415749082678586
128,Cycling-G2/M_TOP2A,Regulon(HOXC10(+)),0.9392959622903967
6558,Trm3_TGFBR2,Regulon(ZKSCAN8(+)),0.936920533513576
6580,Trm3_TGFBR2,Regulon(ZNF425(+)),0.9341745197938266
2242,Tcm2_IL7R,Regulon(TCF7(+)),0.9280996320858037
5138,Trm-Prog2_XCL1,Regulon(FOSB(+)),0.9261636191399795
2143,Tcm2_IL7R,Regulon(NFKB1(+)),0.9233209027550314
1991,Tcm2_IL7R,Regulon(DDIT3(+)),0.9223079332094042
1447,Tc17_CEBPD,Regulon(SP6(+)),0.9217012102654224
6568,Trm3_TGFBR2,Regulon(ZNF235(+)),0.9205461163605482
2988,Treg_FOXP3,Regulon(SMAD1(+)),0.9204975072598174
5084,Trm-Prog2_XCL1,Regulon(CEBPB(+)),0.9153662785597385
6376,Trm3_TGFBR2,Regulon(KLF11(+)),0.9130419965099527
6384,Trm3_TGFBR2,Regulon(KLF7(+)),0.9090606919221027
2182,Tcm2_IL7R,Regulon(RARA(+)),0.9028456769479293
1637,Tcm1_ANXA1,Regulon(FOSB(+)),0.8995199857475273
2344,Tem_GNLY,Regulon(ATF6B(+)),0.8978026036052283
1247,Tc17_CEBPD,Regulon(FOS(+)),0.8936255570675038
2138,Tcm2_IL7R,Regulon(NFE2L2(+)),0.8896176849800684
1174,Tc17_CEBPD,Regulon(ATF3(+)),0.8892754585551035
625,Cycling-S_MCM7,Regulon(RAD21(+)),0.8884819350932919
5216,Trm-Prog2_XCL1,Regulon(KLF6(+)),0.8880057483765672
4081,Trm-Exh3_CCL4,Regulon(NFATC1(+)),0.8807300272327442
4415,Trm-Exh4_TOX2,Regulon(IRF1(+)),0.8785940969493906
6266,Trm3_TGFBR2,Regulon(CTCF(+)),0.8769664746780342
2264,Tcm2_IL7R,Regulon(XBP1(+)),0.8734796169432901
2104,Tcm2_IL7R,Regulon(KLF6(+)),0.8694357183753086
1692,Tcm1_ANXA1,Regulon(IRF1(+)),0.8661749257631018
6235,Trm3_TGFBR2,Regulon(BACH1(+)),0.8661341804437314
5204,Trm-Prog2_XCL1,Regulon(JUNB(+)),0.8652149875384314
2493,Tem_GNLY,Regulon(KLF6(+)),0.8635454666922193
1703,Tcm1_ANXA1,Regulon(JUNB(+)),0.8629743417847755
4427,Trm-Exh4_TOX2,Regulon(JUND(+)),0.862148903758889
5162,Trm-Prog2_XCL1,Regulon(GSC(+)),0.8610294057136253
6274,Trm3_TGFBR2,Regulon(E2F3(+)),0.8538121899348613
1849,Tcm1_ANXA1,Regulon(TBX21(+)),0.8520327148653536
1335,Tc17_CEBPD,Regulon(MAFF(+)),0.8510862014195049
6601,Trm3_TGFBR2,Regulon(ZNF69(+)),0.8480589489714916
1583,Tcm1_ANXA1,Regulon(CEBPB(+)),0.8464131517828821
6341,Trm3_TGFBR2,Regulon(HIVEP1(+)),0.8461566650182375
1973,Tcm2_IL7R,Regulon(CEBPD(+)),0.8459253882398845
1841,Tcm1_ANXA1,Regulon(STAT1(+)),0.8419330808156105
1715,Tcm1_ANXA1,Regulon(KLF6(+)),0.8414131907373436
6607,Trm3_TGFBR2,Regulon(ZNF8(+)),0.8310400676357392
5137,Trm-Prog2_XCL1,Regulon(FOS(+)),0.8272998332969609
5295,Trm-Prog2_XCL1,Regulon(RARG(+)),0.8255934866883485
5250,Trm-Prog2_XCL1,Regulon(NFE2L2(+)),0.8240646829169318
1711,Tcm1_ANXA1,Regulon(KLF2(+)),0.823951797227019
6313,Trm3_TGFBR2,Regulon(FOXK1(+)),0.8211874792459198
3956,Trm-Exh3_CCL4,Regulon(EOMES(+)),0.819749173775778
710,Cycling-S_MCM7,Regulon(YEATS4(+)),0.8151135257599649
1635,Tcm1_ANXA1,Regulon(FLI1(+)),0.8142630685400615
1876,Tcm1_ANXA1,Regulon(YBX1(+)),0.8094326925415749
6247,Trm3_TGFBR2,Regulon(BRF1(+)),0.8084476715273138
1767,Tcm1_ANXA1,Regulon(NR3C1(+)),0.8078326910080097
6267,Trm3_TGFBR2,Regulon(CTNNB1(+)),0.8071120530356439
4289,Trm-Exh4_TOX2,Regulon(ATF6B(+)),0.8003932435923253
5212,Trm-Prog2_XCL1,Regulon(KLF2(+)),0.7993686781240226
3567,Trm-Exh2_CXCL13,Regulon(EOMES(+)),0.7991831041553961
5377,Trm-Prog2_XCL1,Regulon(YBX1(+)),0.7983826008035633
1636,Tcm1_ANXA1,Regulon(FOS(+)),0.7974762951511778
6233,Trm3_TGFBR2,Regulon(ATF5(+)),0.797457867935105
6311,Trm3_TGFBR2,Regulon(FOXJ1(+)),0.7914464857608673
3947,Trm-Exh3_CCL4,Regulon(EGR3(+)),0.7901524236100961
4552,Trm-Exh4_TOX2,Regulon(SOX4(+)),0.7873211208498041
447,Cycling-S_MCM7,Regulon(ELF1(+)),0.7846256116999151
6382,Trm3_TGFBR2,Regulon(KLF5(+)),0.78251129527594
2176,Tcm2_IL7R,Regulon(POU5F1B(+)),0.7781508191254836
1250,Tc17_CEBPD,Regulon(FOSL2(+)),0.7780836506580098
1797,Tcm1_ANXA1,Regulon(REL(+)),0.7741481046534098
65,Cycling-G2/M_TOP2A,Regulon(EMX1(+)),0.7718750753857717
1749,Tcm1_ANXA1,Regulon(NFE2L2(+)),0.7714647745460231
4286,Trm-Exh4_TOX2,Regulon(ATF3(+)),0.7713380230556968
6488,Trm3_TGFBR2,Regulon(SIX5(+)),0.7713291744286608
4523,Trm-Exh4_TOX2,Regulon(REST(+)),0.7691751602580157
2047,Tcm2_IL7R,Regulon(GATA6(+)),0.7657744512406927
6446,Trm3_TGFBR2,Regulon(PLAG1(+)),0.7645420585462994
6425,Trm3_TGFBR2,Regulon(NFYB(+)),0.7609703237076043
1875,Tcm1_ANXA1,Regulon(XBP1(+)),0.7592533785852573
5228,Trm-Prog2_XCL1,Regulon(MAX(+)),0.7581005776419372
1712,Tcm1_ANXA1,Regulon(KLF3(+)),0.7530694917003619
460,Cycling-S_MCM7,Regulon(ETS1(+)),0.7528289633743904
1017,IRG_ISG15,Regulon(RB1(+)),0.7506862609843328
182,Cycling-G2/M_TOP2A,Regulon(MSX1(+)),0.7491400189175466
4466,Trm-Exh4_TOX2,Regulon(MYC(+)),0.7488258249667078
322,Cycling-G2/M_TOP2A,Regulon(YY1(+)),0.7470524356624694
6464,Trm3_TGFBR2,Regulon(RBBP5(+)),0.743953023114183
517,Cycling-S_MCM7,Regulon(HOXC10(+)),0.7424047720806469
2414,Tem_GNLY,Regulon(FOS(+)),0.7411372064257439
2481,Tem_GNLY,Regulon(JUNB(+)),0.7391942824466173
6495,Trm3_TGFBR2,Regulon(SNAI1(+)),0.7385470159371577
2028,Tcm2_IL7R,Regulon(FOSL2(+)),0.736889179108254
6581,Trm3_TGFBR2,Regulon(ZNF426(+)),0.7361622768170353
1800,Tcm1_ANXA1,Regulon(REST(+)),0.7356271159113957
2186,Tcm2_IL7R,Regulon(REL(+)),0.7342422424714511
2571,Tem_GNLY,Regulon(RARA(+)),0.7340179337342483
6322,Trm3_TGFBR2,Regulon(FOXP4(+)),0.7309316389066602
172,Cycling-G2/M_TOP2A,Regulon(MAZ(+)),0.7289592809296559
6527,Trm3_TGFBR2,Regulon(TFAP4(+)),0.7277780454856173
2572,Tem_GNLY,Regulon(RARG(+)),0.7275780271121867
6474,Trm3_TGFBR2,Regulon(RORA(+)),0.726770761686477
4567,Trm-Exh4_TOX2,Regulon(STAT5A(+)),0.7262181745468472
5157,Trm-Prog2_XCL1,Regulon(GABPB1(+)),0.7257049511456392
202,Cycling-G2/M_TOP2A,Regulon(NFYC(+)),0.7213814125046408
2417,Tem_GNLY,Regulon(FOSL2(+)),0.7209413062396375
1737,Tcm1_ANXA1,Regulon(MSC(+)),0.7201889628869381
1611,Tcm1_ANXA1,Regulon(EGR1(+)),0.7192888560892692
1264,Tc17_CEBPD,Regulon(FOXP3(+)),0.7167226174109289
1727,Tcm1_ANXA1,Regulon(MAX(+)),0.7151168054468663
2077,Tcm2_IL7R,Regulon(HOXD9(+)),0.714195803039799
2392,Tem_GNLY,Regulon(ELF1(+)),0.711221486368942
1354,Tc17_CEBPD,Regulon(MYC(+)),0.7106486961853031
6600,Trm3_TGFBR2,Regulon(ZNF664(+)),0.7058582300947233
2385,Tem_GNLY,Regulon(E2F4(+)),0.7040170689531008
5255,Trm-Prog2_XCL1,Regulon(NFKB1(+)),0.7040012658396734
6500,Trm3_TGFBR2,Regulon(SP1(+)),0.7029031696039842
3987,Trm-Exh3_CCL4,Regulon(FOXP3(+)),0.7012420756279774
4337,Trm-Exh4_TOX2,Regulon(ELF1(+)),0.7005036462056085
5348,Trm-Prog2_XCL1,Regulon(TAF7(+)),0.6986961015956609
4515,Trm-Exh4_TOX2,Regulon(RAD21(+)),0.6962076366938306
1584,Tcm1_ANXA1,Regulon(CEBPD(+)),0.6960520623710867
842,IRG_ISG15,Regulon(ELK4(+)),0.695746280206402
203,Cycling-G2/M_TOP2A,Regulon(NKX2-3(+)),0.6941649096362925
2024,Tcm2_IL7R,Regulon(FLI1(+)),0.6928514229780163
4599,Trm-Exh4_TOX2,Regulon(YBX1(+)),0.6906285691140948
4350,Trm-Exh4_TOX2,Regulon(ETS1(+)),0.6905845325531039
420,Cycling-S_MCM7,Regulon(CHD2(+)),0.6881799614626403
5350,Trm-Prog2_XCL1,Regulon(TBX21(+)),0.6840640459881271
6333,Trm3_TGFBR2,Regulon(HES1(+)),0.6828859992954758
6319,Trm3_TGFBR2,Regulon(FOXP1(+)),0.682850210607742
4924,Trm-Prog1_ZNF683,Regulon(RUNX2(+)),0.682668504841179
2364,Tem_GNLY,Regulon(CERS2(+)),0.6799275036126486
3504,Trm-Exh2_CXCL13,Regulon(ARNT2(+)),0.6789501347792626
1675,Tcm1_ANXA1,Regulon(HMGA1(+)),0.6786757558225164
1249,Tc17_CEBPD,Regulon(FOSL1(+)),0.6741583017339544
2462,Tem_GNLY,Regulon(HOXC10(+)),0.6738136081116941
1728,Tcm1_ANXA1,Regulon(MAZ(+)),0.6703047226148751
6584,Trm3_TGFBR2,Regulon(ZNF460(+)),0.6676720498257163
4284,Trm-Exh4_TOX2,Regulon(ASCL2(+)),0.6666460739178764
4594,Trm-Exh4_TOX2,Regulon(UBTF(+)),0.6663456235014681
4325,Trm-Exh4_TOX2,Regulon(DDIT3(+)),0.6662215910493706
6420,Trm3_TGFBR2,Regulon(NFIB(+)),0.6659836671436006
1704,Tcm1_ANXA1,Regulon(JUND(+)),0.6622246523034323
2575,Tem_GNLY,Regulon(REL(+)),0.6621835586424856
1754,Tcm1_ANXA1,Regulon(NFKB1(+)),0.6603684787224569
1806,Tcm1_ANXA1,Regulon(RORA(+)),0.6600152614593668
2570,Tem_GNLY,Regulon(RAD21(+)),0.6589375895349485
1793,Tcm1_ANXA1,Regulon(RARA(+)),0.6582831193202747
6409,Trm3_TGFBR2,Regulon(MXI1(+)),0.6564097708732294
6520,Trm3_TGFBR2,Regulon(TCF3(+)),0.6539204181762035
3818,Trm-Exh2_CXCL13,Regulon(VDR(+)),0.6529895455209511
5193,Trm-Prog2_XCL1,Regulon(IRF1(+)),0.652299518792993
5088,Trm-Prog2_XCL1,Regulon(CHD2(+)),0.6520247635373161
5136,Trm-Prog2_XCL1,Regulon(FLI1(+)),0.6512234653683348
406,Cycling-S_MCM7,Regulon(BCLAF1(+)),0.6483931837990657
2480,Tem_GNLY,Regulon(JUN(+)),0.6482376098573949
1248,Tc17_CEBPD,Regulon(FOSB(+)),0.6473935194636224
6550,Trm3_TGFBR2,Regulon(ZBTB7A(+)),0.6468299244498442
6513,Trm3_TGFBR2,Regulon(STAT5B(+)),0.6445887107545955
4472,Trm-Exh4_TOX2,Regulon(NFE2L2(+)),0.6413574084694239
5534,Trm1_GZMH,Regulon(FOXJ2(+)),0.6393202472892027
2468,Tem_GNLY,Regulon(IKZF1(+)),0.6391758696640469
1699,Tcm1_ANXA1,Regulon(IRF9(+)),0.6381880710832305
2066,Tcm2_IL7R,Regulon(HMX3(+)),0.6372842294578406
1290,Tc17_CEBPD,Regulon(HOXA10(+)),0.6352335382595347
4696,Trm-Prog1_ZNF683,Regulon(CEBPD(+)),0.6336878454116972
4310,Trm-Exh4_TOX2,Regulon(CHD2(+)),0.6333716775190306
5208,Trm-Prog2_XCL1,Regulon(KLF10(+)),0.6319046941694226
4598,Trm-Exh4_TOX2,Regulon(XBP1(+)),0.6297105028145221
2400,Tem_GNLY,Regulon(EOMES(+)),0.6291897671891457
4906,Trm-Prog1_ZNF683,Regulon(RARG(+)),0.6289176837856033
3641,Trm-Exh2_CXCL13,Regulon(IRF5(+)),0.6283987788116919
4748,Trm-Prog1_ZNF683,Regulon(FOS(+)),0.6281053657501193
1724,Tcm1_ANXA1,Regulon(MAFF(+)),0.6253613452189789
4429,Trm-Exh4_TOX2,Regulon(KDM5A(+)),0.6236910043293609
2513,Tem_GNLY,Regulon(MLX(+)),0.6224387342349834
5195,Trm-Prog2_XCL1,Regulon(IRF3(+)),0.6222853311491452
6331,Trm3_TGFBR2,Regulon(GTF3C2(+)),0.621832716988979
4307,Trm-Exh4_TOX2,Regulon(CEBPD(+)),0.619482604527098
866,IRG_ISG15,Regulon(FOXJ2(+)),0.6161820814594772
2545,Tem_GNLY,Regulon(NR3C1(+)),0.6157059852307182
6277,Trm3_TGFBR2,Regulon(E2F7(+)),0.6135377012364164
2354,Tem_GNLY,Regulon(BHLHE41(+)),0.6122216247752688
6501,Trm3_TGFBR2,Regulon(SP2(+)),0.6116894504174171
2584,Tem_GNLY,Regulon(RORA(+)),0.6112170283296402
4905,Trm-Prog1_ZNF683,Regulon(RARA(+)),0.6108543148805078
4827,Trm-Prog1_ZNF683,Regulon(KLF6(+)),0.6090330758646221
4815,Trm-Prog1_ZNF683,Regulon(JUNB(+)),0.6065341267271078
1602,Tcm1_ANXA1,Regulon(DDIT3(+)),0.605862315606559
4450,Trm-Exh4_TOX2,Regulon(MAX(+)),0.6045805191808812
5129,Trm-Prog2_XCL1,Regulon(ETS2(+)),0.6013841946251594
680,Cycling-S_MCM7,Regulon(TAF7(+)),0.6004968623754323
875,IRG_ISG15,Regulon(FOXP3(+)),0.5995724610981571
3126,Trm-Exh1_VCAM1,Regulon(BATF(+)),0.5995316237062362
